id,Exercise name,Gender,instructions,avg_time_per_rep,is_per_side,exercise_type,place,equipments,requires_weight,weight_unit,recommended_weight_range
193,Foam Roller Inner Thigh Adductor  Adduction Stretch,both,1. Prone (stomach). 2. Roller parallel to body. 3. Leg out to side on roller.,15,false,Stretching,Gym,"[""Gym Equipment""]",false,kg,"{""beginner"": ""5-10"", ""intermediate"": ""15-25"", ""advanced"": ""30+""}"
194,Foam Roller Lat Stretch,both,1. Side lying. 2. Roller under armpit/ribs. 3. Roll down side.,15,false,Stretching,Gym,"[""Gym Equipment""]",false,kg,"{""beginner"": ""5-10"", ""intermediate"": ""15-25"", ""advanced"": ""30+""}"
195,Foam Roller Lower Back Stretch,both,1. CAUTION. 2. Perpendicular to spine. 3. Gentle small rolls.,15,false,Stretching,Gym,"[""Gym Equipment""]",false,kg,"{""beginner"": ""5-10"", ""intermediate"": ""15-25"", ""advanced"": ""30+""}"
196,Foam Roller Neck Release,both,1. Roller like pillow. 2. Gentle 'No' rotation.,3,false,Strength,Gym,"[""Gym Equipment""]",false,kg,"{""beginner"": ""5-10"", ""intermediate"": ""15-25"", ""advanced"": ""30+""}"
197,Foam Roller Outer Thighs Stretch,both,1. Side lying. 2. Roller under thigh. 3. Roll hip to knee.,15,false,Stretching,Gym,"[""Gym Equipment""]",false,kg,"{""beginner"": ""5-10"", ""intermediate"": ""15-25"", ""advanced"": ""30+""}"
198,Foam Roller Quadriceps Stretch,both,1. Plank position. 2. Roller under thighs. 3. Roll.,15,false,Stretching,Gym,"[""Gym Equipment""]",false,kg,"{""beginner"": ""5-10"", ""intermediate"": ""15-25"", ""advanced"": ""30+""}"
199,Foam Roller Upper Back Stretch,both,1. Roller across shoulder blades. 2. Hips up. 3. Roll.,15,false,Stretching,Gym,"[""Gym Equipment""]",false,kg,"{""beginner"": ""5-10"", ""intermediate"": ""15-25"", ""advanced"": ""30+""}"
200,Forward  Front Shoulder Dumbbell Raises,both,1. DBs at thighs. 2. Raise to front.,3,false,Strength,Gym,"[""Dumbbells""]",true,kg,"{""beginner"": ""5-10"", ""intermediate"": ""12-20"", ""advanced"": ""25+""}"
201,Forward Leg Hip Swings,both,1. Hold onto wall/support. 2. Swing one leg forward and backward loosely. 3. Increase range gradually.,3,false,Strength,Gym,"[""Gym Equipment""]",false,kg,"{""beginner"": ""5-10"", ""intermediate"": ""15-25"", ""advanced"": ""30+""}"
202,Frog Jumps,both,"1. Wide squat, fingers touching floor. 2. Jump forward/up. 3. Land in deep squat.",3,false,Strength,Gym,"[""Gym Equipment""]",false,kg,"{""beginner"": ""5-10"", ""intermediate"": ""15-25"", ""advanced"": ""30+""}"
203,Front Barbell Squats,both,1. Rack bar on front delts. 2. Elbows high (parallel to floor). 3. Squat down vertically.,3,false,Strength,Gym,"[""Barbell""]",true,kg,"{""beginner"": ""20-40"", ""intermediate"": ""50-80"", ""advanced"": ""100+""}"
204,Front Kicks,both,1. Fighting stance. 2. Lift knee. 3. Extend lower leg to strike with ball of foot. 4. Retract.,3,false,Strength,Gym,"[""Gym Equipment""]",false,kg,"{""beginner"": ""5-10"", ""intermediate"": ""15-25"", ""advanced"": ""30+""}"
205,Full Barbell Clean and Presses  Jerk  Overhead Presses,both,1. Clean bar to shoulders. 2. Dip knees. 3. Drive bar up while splitting legs (Jerk). 4. Recover feet. 5. Lower.,3,false,Strength,Gym,"[""Barbell""]",true,kg,"{""beginner"": ""20-40"", ""intermediate"": ""50-80"", ""advanced"": ""100+""}"
206,Gluteus  Glute  Gluteal Stretch,both,1. Lie specific on back. 2. Cross ankle over opposite knee. 3. Pull thigh towards chest.,15,false,Stretching,Gym,"[""Gym Equipment""]",false,kg,"{""beginner"": ""5-10"", ""intermediate"": ""15-25"", ""advanced"": ""30+""}"
207,Goblet Squats,both,1. Hold DB/KB at chest (goblet grip). 2. Squat down. 3. Elbows inside knees at bottom. 4. Stand up.,3,false,Strength,Gym,"[""Gym Equipment""]",false,kg,"{""beginner"": ""5-10"", ""intermediate"": ""15-25"", ""advanced"": ""30+""}"
208,Groiners,both,1. Plank pos. 2. Jump both feet outside hands. 3. Jump back to plank.,3,false,Strength,Gym,"[""Gym Equipment""]",false,kg,"{""beginner"": ""5-10"", ""intermediate"": ""15-25"", ""advanced"": ""30+""}"
209,Gymnastic Ring Dips,both,1. Support hold on rings. 2. Lower body until shoulders near rings. 3. Press up.,3,false,Strength,Gym,"[""Gym Equipment""]",false,kg,"{""beginner"": ""5-10"", ""intermediate"": ""15-25"", ""advanced"": ""30+""}"
210,Gymnastic Ring L-Holds,both,1. Support position. 2. Lift legs straight to horizontal (L-shape). 3. Hold.,3,false,Strength,Gym,"[""Gym Equipment""]",false,kg,"{""beginner"": ""5-10"", ""intermediate"": ""15-25"", ""advanced"": ""30+""}"
211,Gymnastic Ring Pull-Ups  Pullups,both,1. Hang from rings. 2. Pull chin over bottom of ring. 3. Lower.,3,false,Strength,Gym,"[""Gym Equipment""]",false,kg,"{""beginner"": ""5-10"", ""intermediate"": ""15-25"", ""advanced"": ""30+""}"
212,Gymnastic Ring Support Position,both,1. Jump to straight arm support on rings.,3,false,Strength,Gym,"[""Gym Equipment""]",false,kg,"{""beginner"": ""5-10"", ""intermediate"": ""15-25"", ""advanced"": ""30+""}"
213,Half Modified  One Leg Push Ups,both,1. Pushup position. 2. Lift one leg. 3. Perform pushup.,3,true,Strength,Gym,"[""Gym Equipment""]",false,kg,"{""beginner"": ""5-10"", ""intermediate"": ""15-25"", ""advanced"": ""30+""}"
214,Hammer Strength Machine  Seated Chest Press,both,1. Adjust seat so handles are at chest line. 2. Press handles forward. 3. Control back.,3,false,Strength,Gym,"[""Machine""]",true,kg,"{""beginner"": ""5-10"", ""intermediate"": ""15-25"", ""advanced"": ""30+""}"
215,Hamstring Stretch,both,1. Leg elevated on surface or lying down. 2. Gentle lean forward/pull leg.,15,false,Stretching,Gym,"[""Gym Equipment""]",false,kg,"{""beginner"": ""5-10"", ""intermediate"": ""15-25"", ""advanced"": ""30+""}"
216,Handstand Push-ups  Pushups,both,1. Kick up to handstand against wall. 2. Lower head to mat. 3. Press back up.,3,false,Bodyweight,Home,"[""None (Bodyweight)""]",false,kg,"{""beginner"": ""5-10"", ""intermediate"": ""15-25"", ""advanced"": ""30+""}"
217,Handstand Walks  Hand Walking,both,1. Kick up to handstand. 2. Shift weight to one hand. 3. Step forward.,3,false,Strength,Gym,"[""Gym Equipment""]",false,kg,"{""beginner"": ""5-10"", ""intermediate"": ""15-25"", ""advanced"": ""30+""}"
218,Hanging Knee Raises,both,1. Hang from bar. 2. Lift knees to chest. 3. Lower slowly.,3,false,Strength,Gym,"[""Gym Equipment""]",false,kg,"{""beginner"": ""5-10"", ""intermediate"": ""15-25"", ""advanced"": ""30+""}"
219,Hanging Leg Raises,both,1. Hang from bar. 2. Lift straight legs to 90 degrees.,3,false,Strength,Gym,"[""Gym Equipment""]",false,kg,"{""beginner"": ""5-10"", ""intermediate"": ""15-25"", ""advanced"": ""30+""}"
220,Hanging Leg Raises to Bar,both,1. Hang. 2. Lift legs all the way until toes touch bar.,3,false,Strength,Gym,"[""Gym Equipment""]",false,kg,"{""beginner"": ""5-10"", ""intermediate"": ""15-25"", ""advanced"": ""30+""}"
221,Hanging Windshield Wipers,both,1. Hang. 2. Lifts legs to top. 3. Rotate legs left and right.,3,false,Strength,Gym,"[""Gym Equipment""]",false,kg,"{""beginner"": ""5-10"", ""intermediate"": ""15-25"", ""advanced"": ""30+""}"
222,Hex  Trap Bar  Cage Deadlifts  Squats,both,1. Step inside bar. 2. Grip handles. 3. Hinge/Squat pattern. 4. Stand tall.,3,false,Strength,Gym,"[""Gym Equipment""]",false,kg,"{""beginner"": ""5-10"", ""intermediate"": ""15-25"", ""advanced"": ""30+""}"
223,High Box Jumps,both,1. Stand. 2. Explosive jump. 3. Land softly on high box.,3,false,Strength,Gym,"[""Gym Equipment""]",false,kg,"{""beginner"": ""5-10"", ""intermediate"": ""15-25"", ""advanced"": ""30+""}"
224,High Knees  Front Knee Lifts  Run  Jog on the Spot,both,1. Run in place. 2. Drive knees above waist height.,3,false,Strength,Gym,"[""Gym Equipment""]",false,kg,"{""beginner"": ""5-10"", ""intermediate"": ""15-25"", ""advanced"": ""30+""}"
225,Hindu  Judo Push-up  Dive Bombers,both,1. Pike position. 2. Swoop down (chest to floor). 3. Press up to Cobra. 4. Push back to Pike.,3,false,Bodyweight,Home,"[""None (Bodyweight)""]",false,kg,"{""beginner"": ""5-10"", ""intermediate"": ""15-25"", ""advanced"": ""30+""}"
226,Hindu Squats,both,1. Feet shoulder width. 2. Squat on toes. 3. Swing arms down. 4. Rise and swim arms.,3,false,Strength,Gym,"[""Gym Equipment""]",false,kg,"{""beginner"": ""5-10"", ""intermediate"": ""15-25"", ""advanced"": ""30+""}"
227,Hip Circles,both,1. Hands and knees. 2. Lift knee and make big circles.,15,false,Stretching,Gym,"[""Gym Equipment""]",false,kg,"{""beginner"": ""5-10"", ""intermediate"": ""15-25"", ""advanced"": ""30+""}"
228,Hip Raises  Butt Lift  Bridges,both,1. Lie on back. 2. Lift hips. 3. Squeeze glutes.,3,false,Strength,Gym,"[""Gym Equipment""]",false,kg,"{""beginner"": ""5-10"", ""intermediate"": ""15-25"", ""advanced"": ""30+""}"
229,Hollow Body Rock Hold,both,1. Lying. 2. Lift arms/legs (Banana shape). 3. Rock back and forth.,3,false,Strength,Gym,"[""Gym Equipment""]",false,kg,"{""beginner"": ""5-10"", ""intermediate"": ""15-25"", ""advanced"": ""30+""}"
230,Hops  Hopping,both,1. Single leg or double leg small jumps.,3,false,Strength,Gym,"[""Gym Equipment""]",false,kg,"{""beginner"": ""5-10"", ""intermediate"": ""15-25"", ""advanced"": ""30+""}"
231,Inchworms  Walkouts,both,1. Stand. 2. Hands to floor. 3. Walk hands out to plank. 4. Walk back.,3,false,Strength,Gym,"[""Gym Equipment""]",false,kg,"{""beginner"": ""5-10"", ""intermediate"": ""15-25"", ""advanced"": ""30+""}"
232,Incline Barbell Bench Chest Press,both,1. Incline bench (30-45 deg). 2. Unrack bar. 3. Lower to upper chest. 4. Press.,3,false,Strength,Gym,"[""Barbell"", ""Bench""]",true,kg,"{""beginner"": ""20-40"", ""intermediate"": ""50-80"", ""advanced"": ""100+""}"
233,Incline Bench Dumbbell Flyes,both,1. Incline bench. 2. Open arms wide. 3. Squeeze to center.,3,false,Strength,Gym,"[""Dumbbells"", ""Bench""]",true,kg,"{""beginner"": ""5-10"", ""intermediate"": ""12-20"", ""advanced"": ""25+""}"
234,Incline Close-Grip  Bench Presses,both,1. Incline bench. 2. Narrow grip. 3. Press.,3,false,Strength,Gym,"[""Bench""]",false,kg,"{""beginner"": ""5-10"", ""intermediate"": ""15-25"", ""advanced"": ""30+""}"
235,Incline Dumbbell Bench Chest Press,both,1. Incline bench. 2. DBs at shoulders. 3. Press up.,3,false,Strength,Gym,"[""Dumbbells"", ""Bench""]",true,kg,"{""beginner"": ""5-10"", ""intermediate"": ""12-20"", ""advanced"": ""25+""}"
236,Incline Medicine Ball Push Ups,both,1. Hands on medicine ball (or feet on ball?). Assuming hands on ball for instability. 1. Hands on ball. 2. Pushup.,3,false,Strength,Gym,"[""Medicine Ball""]",false,kg,"{""beginner"": ""5-10"", ""intermediate"": ""15-25"", ""advanced"": ""30+""}"
237,Incline Plank Shoulder Taps  Planks,both,1. Plank hands on bench (Incline). 2. Tap opposite shoulder.,3,false,Bodyweight,Home,"[""None (Bodyweight)""]",false,kg,"{""beginner"": ""5-10"", ""intermediate"": ""15-25"", ""advanced"": ""30+""}"
238,Incline Planks,both,1. Hands on bench/box. 2. Hold plank.,3,false,Bodyweight,Home,"[""None (Bodyweight)""]",false,kg,"{""beginner"": ""5-10"", ""intermediate"": ""15-25"", ""advanced"": ""30+""}"
239,Incline Push-ups  Pushups,both,1. Hands on bench. 2. Chest to bench. 3. Press.,3,false,Bodyweight,Home,"[""None (Bodyweight)""]",false,kg,"{""beginner"": ""5-10"", ""intermediate"": ""15-25"", ""advanced"": ""30+""}"
240,Internal Cable Shoulder Rotation,both,1. Cable waist high. 2. Elbow 90 deg. 3. Pull hand IN towards stomach.,15,false,Stretching,Gym,"[""Cable Machine""]",true,kg,"{""beginner"": ""5-10"", ""intermediate"": ""15-25"", ""advanced"": ""30+""}"
241,Internal Rotation  Bodyweight Calf Raises,both,1. Toes pointed IN (pigeon toe). 2. Calf raise.,15,false,Stretching,Home,"[""None (Bodyweight)""]",false,kg,"{""beginner"": ""5-10"", ""intermediate"": ""15-25"", ""advanced"": ""30+""}"
242,Inverted Rows  Reverse Pull-ups,both,"1. Bar in rack waist high. 2. Hang under bar, heels on floor. 3. Pull chest to bar.",3,false,Strength,Gym,"[""Gym Equipment""]",false,kg,"{""beginner"": ""5-10"", ""intermediate"": ""15-25"", ""advanced"": ""30+""}"
243,Jackknife Sit-ups  Crunch  Toe Touches,both,1. Lie flat. 2. Lift legs and torso to meet in middle. 3. Touch toes.,3,false,Bodyweight,Home,"[""None (Bodyweight)""]",false,kg,"{""beginner"": ""5-10"", ""intermediate"": ""15-25"", ""advanced"": ""30+""}"
244,Jump Squats,both,1. Squat down. 2. Explosive jump up. 3. Land in squat.,3,false,Strength,Gym,"[""Gym Equipment""]",false,kg,"{""beginner"": ""5-10"", ""intermediate"": ""15-25"", ""advanced"": ""30+""}"
245,Jumping Calf Presses  Raises,both,"1. Hold calf raise machine or DBs. 2. Explosive calf raise (jump without leaving ground?). No, Jumping Calf Press implies plyo. 1. Jump using mostly ankles.",3,false,Strength,Gym,"[""Gym Equipment""]",false,kg,"{""beginner"": ""5-10"", ""intermediate"": ""15-25"", ""advanced"": ""30+""}"
246,Jumping Jacks  Star Jumps,both,"1. Jump feet wide, hands up. 2. Jump feet together, hands down.",1,false,Cardio,Gym,"[""Gym Equipment""]",false,kg,"{""beginner"": ""5-10"", ""intermediate"": ""15-25"", ""advanced"": ""30+""}"
247,Kettlebell Around the Worlds,both,1. Stand tall. 2. Pass KB around body hand to hand.,3,false,Strength,Gym,"[""Kettlebell""]",true,kg,"{""beginner"": ""5-10"", ""intermediate"": ""15-25"", ""advanced"": ""30+""}"
248,Kettlebell Deadlifts,both,1. KB between feet. 2. Hinge. 3. Grip handle. 4. Stand tall.,3,false,Strength,Gym,"[""Kettlebell""]",true,kg,"{""beginner"": ""5-10"", ""intermediate"": ""15-25"", ""advanced"": ""30+""}"
249,Kettlebell One-Legged Deadlifts,both,"1. One foot planted. 2. Hinge forward, lifting other leg. 3. KB in opposite hand. 4. Return.",3,false,Strength,Gym,"[""Kettlebell""]",true,kg,"{""beginner"": ""5-10"", ""intermediate"": ""15-25"", ""advanced"": ""30+""}"
250,Kettlebell Single  One Arm Clean and Press,both,1. Swing KB between legs. 2. Clean to rack position. 3. Press overhead.,3,true,Strength,Gym,"[""Kettlebell""]",true,kg,"{""beginner"": ""5-10"", ""intermediate"": ""15-25"", ""advanced"": ""30+""}"
251,Kettlebell Squats,both,1. Hold KB at chest (Goblet) or two in rack position. 2. Squat down. 3. Drive up.,3,false,Strength,Gym,"[""Kettlebell""]",true,kg,"{""beginner"": ""5-10"", ""intermediate"": ""15-25"", ""advanced"": ""30+""}"
252,Kettlebell Thruster  Squat to Clean to Overhead Press,both,1. Clean KBs to rack. 2. Squat. 3. Explosive drive to press overhead.,3,false,Strength,Gym,"[""Kettlebell""]",true,kg,"{""beginner"": ""5-10"", ""intermediate"": ""15-25"", ""advanced"": ""30+""}"
253,Kettlebell Windmills,both,1. Press KB overhead. 2. Kick hip out to side (under the KB). 3. Hinge/Touch floor with other hand. 4. Return.,3,false,Strength,Gym,"[""Kettlebell""]",true,kg,"{""beginner"": ""5-10"", ""intermediate"": ""15-25"", ""advanced"": ""30+""}"
254,Knee Plank,both,1. Plank position on knees. 2. Straight line from head to knees.,3,false,Bodyweight,Home,"[""None (Bodyweight)""]",false,kg,"{""beginner"": ""5-10"", ""intermediate"": ""15-25"", ""advanced"": ""30+""}"
255,Knee Planks  Reaches,both,1. Knee plank. 2. Reach one arm forward. 3. Switch.,3,false,Bodyweight,Home,"[""None (Bodyweight)""]",false,kg,"{""beginner"": ""5-10"", ""intermediate"": ""15-25"", ""advanced"": ""30+""}"
256,Knee to Box Jump Squats  Power Jumps,both,1. Kneeling on floor. 2. Explosive hip drive to land on feet (low squat). 3. Immediately jump onto box.,3,false,Strength,Gym,"[""Gym Equipment""]",false,kg,"{""beginner"": ""5-10"", ""intermediate"": ""15-25"", ""advanced"": ""30+""}"
257,Knee-to-Chest Lower Back Stretch,both,1. Lie specific flat. 2. Pull knees to chest. 3. Hug legs.,15,false,Stretching,Gym,"[""Gym Equipment""]",false,kg,"{""beginner"": ""5-10"", ""intermediate"": ""15-25"", ""advanced"": ""30+""}"
258,Kneeling Cable Crunches,both,1. Rope on high pulley. 2. Kneel facing machine. 3. Pull rope to head. 4. Crunch down.,3,false,Strength,Gym,"[""Cable Machine""]",true,kg,"{""beginner"": ""5-10"", ""intermediate"": ""15-25"", ""advanced"": ""30+""}"
259,Kneeling Hip Flexor Stretch,both,1. Half kneeling. 2. Squeeze back glute. 3. Push hips forward gently.,15,false,Stretching,Gym,"[""Gym Equipment""]",false,kg,"{""beginner"": ""5-10"", ""intermediate"": ""15-25"", ""advanced"": ""30+""}"
260,Kneeling Kettlebell Press,both,1. Kneeing (tall or half). 2. Press KB overhead.,3,false,Strength,Gym,"[""Kettlebell""]",true,kg,"{""beginner"": ""5-10"", ""intermediate"": ""15-25"", ""advanced"": ""30+""}"
261,Kneeling Plank Scapula Push Ups  Planks Scaps,both,1. Kneeling plank. 2. Squeeze shoulder blades together. 3. Push them apart.,3,false,Bodyweight,Home,"[""None (Bodyweight)""]",false,kg,"{""beginner"": ""5-10"", ""intermediate"": ""15-25"", ""advanced"": ""30+""}"
262,Kneeling T-Bar Presses  Landmine Presses,both,1. Half kneeling. 2. Barbell in landmine. 3. Press single arm.,3,false,Strength,Gym,"[""Gym Equipment""]",false,kg,"{""beginner"": ""5-10"", ""intermediate"": ""15-25"", ""advanced"": ""30+""}"
263,Kneeling Wrist  Forearm Stretch,both,1. All fours. 2. Turn fingers back towards knees. 3. Gently lean back.,15,false,Stretching,Gym,"[""Gym Equipment""]",false,kg,"{""beginner"": ""5-10"", ""intermediate"": ""15-25"", ""advanced"": ""30+""}"
264,L-Sit Pull Ups  Pull-Ups,both,1. Hang. 2. L-Sit legs. 3. Pullup.,3,false,Strength,Gym,"[""Gym Equipment""]",false,kg,"{""beginner"": ""5-10"", ""intermediate"": ""15-25"", ""advanced"": ""30+""}"
265,Landmine  T-Bar Presses,both,1. Stand. 2. Barbell in corner. 3. Press single/double arm.,3,false,Strength,Gym,"[""Gym Equipment""]",false,kg,"{""beginner"": ""5-10"", ""intermediate"": ""15-25"", ""advanced"": ""30+""}"
266,Lateral  Side Shoulder Dumbbell Raises  Power Partials,both,1. DBs at side. 2. Raise to side.,3,true,Strength,Gym,"[""Dumbbells""]",true,kg,"{""beginner"": ""5-10"", ""intermediate"": ""12-20"", ""advanced"": ""25+""}"
267,Lateral Lunges to Floor Touches,both,1. Wide stance. 2. Lunge to side. 3. Touch floor with opposite hand.,3,false,Bodyweight,Home,"[""None (Bodyweight)""]",false,kg,"{""beginner"": ""5-10"", ""intermediate"": ""15-25"", ""advanced"": ""30+""}"
268,Lateral Raise Machine,both,1. Sit in machine. 2. Pads on arms. 3. Lift.,3,false,Strength,Gym,"[""Machine""]",true,kg,"{""beginner"": ""5-10"", ""intermediate"": ""15-25"", ""advanced"": ""30+""}"
269,Laying Dumbbell External Shoulder Rotation,both,1. Lie on side. 2. Top arm elbow on hip. 3. Rotate DB up.,15,false,Stretching,Gym,"[""Dumbbells""]",true,kg,"{""beginner"": ""5-10"", ""intermediate"": ""12-20"", ""advanced"": ""25+""}"
270,Laying Dumbbell Internal Shoulder Rotation,both,1. Lie on side. 2. Bottom arm elbow 90 deg. 3. Rotate DB inward towards stomach.,15,false,Stretching,Gym,"[""Dumbbells""]",true,kg,"{""beginner"": ""5-10"", ""intermediate"": ""12-20"", ""advanced"": ""25+""}"
271,Laying External Shoulder Rotation,both,1. Side Lie. 2. Rotate arm up.,15,false,Stretching,Gym,"[""Gym Equipment""]",false,kg,"{""beginner"": ""5-10"", ""intermediate"": ""15-25"", ""advanced"": ""30+""}"
272,Laying Heel Slides  Knee Bends,both,1. Lie on back. 2. Slide heel towards butt. 3. Slide back.,3,false,Strength,Gym,"[""Gym Equipment""]",false,kg,"{""beginner"": ""5-10"", ""intermediate"": ""15-25"", ""advanced"": ""30+""}"
273,Laying Internal Shoulder Rotation,both,1. Side lie. 2. Internal rotation.,15,false,Stretching,Gym,"[""Gym Equipment""]",false,kg,"{""beginner"": ""5-10"", ""intermediate"": ""15-25"", ""advanced"": ""30+""}"
274,Leg Press  Machine Squat Press,both,1. Feet on platform. 2. Lower sled until knees 90 deg. 3. Press up.,3,false,Strength,Gym,"[""Machine""]",true,kg,"{""beginner"": ""5-10"", ""intermediate"": ""15-25"", ""advanced"": ""30+""}"
275,Leg Press Machine Calf Raises,both,1. Toes on edge of platform. 2. Press with ankles.,3,false,Strength,Gym,"[""Machine""]",true,kg,"{""beginner"": ""5-10"", ""intermediate"": ""15-25"", ""advanced"": ""30+""}"
276,Leg Presses  Machine Squat Press,both,1. Load machine. 2. Press.,3,false,Strength,Gym,"[""Machine""]",true,kg,"{""beginner"": ""5-10"", ""intermediate"": ""15-25"", ""advanced"": ""30+""}"
277,Leg Pull-In Knee-ups,both,1. Seated on bench. 2. Lean back. 3. Pull knees in.,3,false,Strength,Gym,"[""Gym Equipment""]",false,kg,"{""beginner"": ""5-10"", ""intermediate"": ""15-25"", ""advanced"": ""30+""}"
278,Low Upward Cable Pulley Crossover Chest Flyes,both,1. Low pulleys. 2. Raise handles up and in to upper chest height.,3,false,Strength,Gym,"[""Cable Machine""]",true,kg,"{""beginner"": ""5-10"", ""intermediate"": ""15-25"", ""advanced"": ""30+""}"
279,Lunge  Front Kicks,both,1. Rear lunge. 2. Drive back leg through into front kick.,3,false,Strength,Gym,"[""Gym Equipment""]",false,kg,"{""beginner"": ""5-10"", ""intermediate"": ""15-25"", ""advanced"": ""30+""}"
280,Lunge Punches  Lunges,both,1. Lunge position. 2. Throw punches.,3,false,Bodyweight,Home,"[""None (Bodyweight)""]",false,kg,"{""beginner"": ""5-10"", ""intermediate"": ""15-25"", ""advanced"": ""30+""}"
281,Lunge Twists,both,1. Lunge. 2. Twist torso over front leg.,3,false,Strength,Gym,"[""Gym Equipment""]",false,kg,"{""beginner"": ""5-10"", ""intermediate"": ""15-25"", ""advanced"": ""30+""}"
282,Lunging  Lunge with Bicep Hammer Curls,both,1. Lunge. 2. Curl DBs at bottom.,3,false,Strength,Gym,"[""Gym Equipment""]",false,kg,"{""beginner"": ""5-10"", ""intermediate"": ""15-25"", ""advanced"": ""30+""}"
283,Lying Crossover Leg Lifts,both,1. Lie flat. 2. Lift legs. 3. Cross one over other (Scissors).,3,false,Strength,Gym,"[""Gym Equipment""]",false,kg,"{""beginner"": ""5-10"", ""intermediate"": ""15-25"", ""advanced"": ""30+""}"
284,Lying Dumbbell Tricep Extensions,both,1. Lie flat. 2. One DB (or two). 3. Bend elbow to lower to opposite shoulder.,3,false,Strength,Gym,"[""Dumbbells""]",true,kg,"{""beginner"": ""5-10"", ""intermediate"": ""12-20"", ""advanced"": ""25+""}"
285,Lying Face Down Plate Neck Resistance,both,"1. Lie face down on bench, head off. 2. Place plate/towel on head. 3. Lift head.",3,false,Strength,Gym,"[""Gym Equipment""]",false,kg,"{""beginner"": ""5-10"", ""intermediate"": ""15-25"", ""advanced"": ""30+""}"
286,Lying Leg Curls,both,1. Lie face down. 2. Pads on ankles. 3. Curl heels to butt.,3,false,Strength,Gym,"[""Gym Equipment""]",false,kg,"{""beginner"": ""5-10"", ""intermediate"": ""15-25"", ""advanced"": ""30+""}"
287,Lying Leg Raises  Lifts,both,1. Lie flat. 2. Lift straight legs to 90.,3,false,Strength,Gym,"[""Gym Equipment""]",false,kg,"{""beginner"": ""5-10"", ""intermediate"": ""15-25"", ""advanced"": ""30+""}"
288,Lying Side Leg Lifts  Lateral Raises  Hip Abductors  Adductors,both,1. Side lie. 2. Lift top leg.,3,true,Strength,Gym,"[""Gym Equipment""]",false,kg,"{""beginner"": ""5-10"", ""intermediate"": ""15-25"", ""advanced"": ""30+""}"
289,Lying Single  One Leg Lifts  Raises,both,1. Lie on back. 2. Lift one leg.,3,true,Strength,Gym,"[""Gym Equipment""]",false,kg,"{""beginner"": ""5-10"", ""intermediate"": ""15-25"", ""advanced"": ""30+""}"
290,Machine Assisted Pull-ups  Pullups,both,1. Knees on pad. 2. Grip bar. 3. Pull up.,3,false,Strength,Gym,"[""Machine""]",true,kg,"{""beginner"": ""5-10"", ""intermediate"": ""15-25"", ""advanced"": ""30+""}"
291,Machine Bicep Preacher  Concentration Curls,both,1. Seat height adjust. 2. Arms over pad. 3. Curl.,3,false,Strength,Gym,"[""Machine""]",true,kg,"{""beginner"": ""5-10"", ""intermediate"": ""15-25"", ""advanced"": ""30+""}"
292,Machine Hack Squats,both,1. Shoulders under pads. 2. Feet on platform. 3. Squat.,3,false,Strength,Gym,"[""Machine""]",true,kg,"{""beginner"": ""5-10"", ""intermediate"": ""15-25"", ""advanced"": ""30+""}"
293,Machine Seated Shoulder Press,both,1. Seat height. 2. Grip handles. 3. Press overhead.,3,false,Strength,Gym,"[""Machine""]",true,kg,"{""beginner"": ""5-10"", ""intermediate"": ""15-25"", ""advanced"": ""30+""}"
294,Medicine Ball  Alternating Side Slams,both,1. Stand. 2. Lift ball. 3. Rotate and slam to side of foot.,3,true,Strength,Gym,"[""Medicine Ball""]",false,kg,"{""beginner"": ""5-10"", ""intermediate"": ""15-25"", ""advanced"": ""30+""}"
295,Medicine Ball Chest Pass,both,1. Stand facing wall/partner. 2. Push ball from chest explosive.,3,false,Strength,Gym,"[""Medicine Ball""]",false,kg,"{""beginner"": ""5-10"", ""intermediate"": ""15-25"", ""advanced"": ""30+""}"
296,Medicine Ball Floor Press  Laying Chest Passes,both,1. Lie on floor. 2. Throw ball up.,3,false,Strength,Gym,"[""Medicine Ball""]",false,kg,"{""beginner"": ""5-10"", ""intermediate"": ""15-25"", ""advanced"": ""30+""}"
297,Medicine Ball Punch Throws,both,1. Staggered stance. 2. One hand throw (put shot style).,3,false,Strength,Gym,"[""Medicine Ball""]",false,kg,"{""beginner"": ""5-10"", ""intermediate"": ""15-25"", ""advanced"": ""30+""}"
298,Medicine Ball Push-Ups,both,1. Hands on ball. 2. Pushup.,3,false,Strength,Gym,"[""Medicine Ball""]",false,kg,"{""beginner"": ""5-10"", ""intermediate"": ""15-25"", ""advanced"": ""30+""}"
299,Medicine Ball Rotational Passes,both,1. Side to wall. 2. Rotate and throw.,15,false,Stretching,Gym,"[""Medicine Ball""]",false,kg,"{""beginner"": ""5-10"", ""intermediate"": ""15-25"", ""advanced"": ""30+""}"
300,Medicine Ball Slams,both,1. Ball overhead. 2. Slam to floor. 3. Catch on bounce (if rubber).,3,false,Strength,Gym,"[""Medicine Ball""]",false,kg,"{""beginner"": ""5-10"", ""intermediate"": ""15-25"", ""advanced"": ""30+""}"
301,Medicine Ball Swings,both,1. Hold ball with both hands. 2. Swing between legs (hinge). 3. Explosive hip drive to swing ball to chest height.,3,false,Strength,Gym,"[""Medicine Ball""]",false,kg,"{""beginner"": ""5-10"", ""intermediate"": ""15-25"", ""advanced"": ""30+""}"
